/* DATA DESCRIPTION:
Citation:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas carbon dioxide (CO2), final spline-smoothed data of calculated radiative forcing (Version 1) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.871271, 
	In supplement to: Köhler, P et al. (2017): A 156 kyr smoothed history of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing. Earth System Science Data, 9(1), 363-387, https://doi.org/10.5194/essd-9-363-2017
New version:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas carbon dioxide (CO2), final spline-smoothed data of calculated radiative forcing (Version 2). PANGAEA, https://doi.org/10.1594/PANGAEA.876013
Related to:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum. Earth System Science Data Discussions, https://doi.org/10.5194/essd-2017-6
Comment:	Final spline with 156373 lines (-66 BP to 156306 BP).
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html)
	Carbon dioxide, dry-air mole fraction [µmol/mol] (CO2) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: µmol/mol = ppm
	Radiative forcing of atmospheric carbon dioxide [W/m**2] (dR_[CO2]) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: = 5.35 * ln(CO2/(278 ppm))
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	312746 data points
*/
Age [ka BP]	CO2 [µmol/mol]	dR_[CO2] [W/m**2]
7.829	259.92	-0.360
7.830	259.92	-0.360
7.831	259.92	-0.360
7.832	259.92	-0.360
7.833	259.92	-0.360
7.834	259.92	-0.360
7.835	259.92	-0.360
7.836	259.92	-0.360
7.837	259.92	-0.360
7.838	259.92	-0.360
7.839	259.92	-0.360
7.840	259.92	-0.360
7.841	259.92	-0.360
7.842	259.92	-0.360
7.843	259.92	-0.360
7.844	259.92	-0.360
7.845	259.92	-0.360
7.846	259.92	-0.360
7.847	259.92	-0.360
7.848	259.91	-0.360
7.849	259.91	-0.360
7.850	259.91	-0.360
7.851	259.91	-0.360
7.852	259.91	-0.360
7.853	259.91	-0.360
7.854	259.91	-0.360
7.855	259.91	-0.360
7.856	259.91	-0.360
7.857	259.91	-0.360
7.858	259.91	-0.360
7.859	259.91	-0.360
7.860	259.91	-0.360
7.861	259.91	-0.360
7.862	259.91	-0.360
7.863	259.91	-0.360
7.864	259.91	-0.360
7.865	259.91	-0.360
7.866	259.91	-0.360
7.867	259.91	-0.360
7.868	259.91	-0.360
7.869	259.91	-0.360
7.870	259.91	-0.360
7.871	259.91	-0.360
7.872	259.90	-0.360
7.873	259.90	-0.360
7.874	259.90	-0.360
7.875	259.90	-0.360
7.876	259.90	-0.360
7.877	259.90	-0.360
7.878	259.90	-0.360
7.879	259.90	-0.360
7.880	259.90	-0.360
7.881	259.90	-0.360
7.882	259.90	-0.360
7.883	259.90	-0.360
7.884	259.90	-0.360
7.885	259.90	-0.360
7.886	259.90	-0.360
7.887	259.90	-0.360
7.888	259.90	-0.360
7.889	259.90	-0.360
7.890	259.90	-0.360
7.891	259.90	-0.360
7.892	259.90	-0.360
7.893	259.90	-0.360
7.894	259.90	-0.360
7.895	259.90	-0.360
7.896	259.90	-0.360
7.897	259.90	-0.360
7.898	259.90	-0.360
7.899	259.89	-0.360
7.900	259.89	-0.360
7.901	259.89	-0.360
7.902	259.89	-0.360
7.903	259.89	-0.360
7.904	259.89	-0.360
7.905	259.89	-0.360
7.906	259.89	-0.360
7.907	259.89	-0.360
7.908	259.89	-0.360
7.909	259.89	-0.360
7.910	259.89	-0.360
7.911	259.89	-0.360
7.912	259.89	-0.360
7.913	259.89	-0.360
7.914	259.89	-0.360
7.915	259.89	-0.360
7.916	259.89	-0.360
7.917	259.89	-0.360
7.918	259.89	-0.360
7.919	259.89	-0.360
7.920	259.89	-0.360
7.921	259.89	-0.360
7.922	259.89	-0.360
7.923	259.89	-0.360
7.924	259.89	-0.360
7.925	259.89	-0.360
7.926	259.89	-0.360
7.927	259.89	-0.360
7.928	259.89	-0.360
7.929	259.89	-0.360
7.930	259.89	-0.360
7.931	259.89	-0.360
7.932	259.89	-0.360
7.933	259.89	-0.360
7.934	259.89	-0.360
7.935	259.88	-0.360
7.936	259.88	-0.360
7.937	259.88	-0.361
7.938	259.88	-0.361
7.939	259.88	-0.361
7.940	259.88	-0.361
7.941	259.88	-0.361
7.942	259.88	-0.361
7.943	259.88	-0.361
7.944	259.88	-0.361
7.945	259.88	-0.361
7.946	259.88	-0.361
7.947	259.88	-0.361
7.948	259.88	-0.361
7.949	259.88	-0.361
7.950	259.88	-0.361
7.951	259.88	-0.361
7.952	259.88	-0.361
7.953	259.88	-0.361
7.954	259.88	-0.361
7.955	259.88	-0.361
7.956	259.88	-0.361
7.957	259.88	-0.361
7.958	259.88	-0.361
7.959	259.88	-0.361
7.960	259.88	-0.361
7.961	259.88	-0.361
7.962	259.88	-0.361
7.963	259.88	-0.361
7.964	259.88	-0.361
7.965	259.88	-0.361
7.966	259.88	-0.361
7.967	259.88	-0.361
7.968	259.88	-0.361
7.969	259.88	-0.361
7.970	259.88	-0.361
7.971	259.88	-0.361
7.972	259.88	-0.361
7.973	259.88	-0.361
7.974	259.88	-0.361
7.975	259.88	-0.361
7.976	259.88	-0.361
7.977	259.88	-0.361
7.978	259.88	-0.361
7.979	259.88	-0.361
7.980	259.88	-0.361
7.981	259.88	-0.361
7.982	259.88	-0.361
7.983	259.88	-0.361
7.984	259.88	-0.361
7.985	259.88	-0.361
7.986	259.88	-0.361
7.987	259.88	-0.361
7.988	259.88	-0.361
7.989	259.88	-0.361
7.990	259.88	-0.361
7.991	259.88	-0.361
7.992	259.88	-0.361
7.993	259.88	-0.361
7.994	259.88	-0.361
7.995	259.88	-0.361
7.996	259.88	-0.361
7.997	259.88	-0.361
7.998	259.88	-0.361
7.999	259.88	-0.361
8.000	259.88	-0.361
8.001	259.88	-0.361
8.002	259.88	-0.361
8.003	259.88	-0.361
8.004	259.88	-0.361
8.005	259.88	-0.361
8.006	259.88	-0.361
8.007	259.88	-0.361
8.008	259.88	-0.361
8.009	259.88	-0.361
8.010	259.88	-0.361
8.011	259.88	-0.361
8.012	259.88	-0.361
8.013	259.88	-0.361
8.014	259.88	-0.361
8.015	259.88	-0.361
8.016	259.88	-0.361
8.017	259.88	-0.361
8.018	259.88	-0.361
8.019	259.88	-0.361
8.020	259.88	-0.361
8.021	259.88	-0.361
8.022	259.88	-0.361
8.023	259.88	-0.361
8.024	259.88	-0.361
8.025	259.88	-0.361
8.026	259.88	-0.361
8.027	259.88	-0.361
8.028	259.88	-0.361
8.029	259.88	-0.361
8.030	259.88	-0.361
8.031	259.88	-0.361
8.032	259.88	-0.361
8.033	259.88	-0.361
8.034	259.88	-0.361
8.035	259.88	-0.361
8.036	259.88	-0.361
8.037	259.88	-0.361
8.038	259.88	-0.361
8.039	259.88	-0.361
8.040	259.88	-0.361
8.041	259.88	-0.361
8.042	259.88	-0.361
8.043	259.88	-0.361
8.044	259.88	-0.361
8.045	259.88	-0.361
8.046	259.88	-0.361
8.047	259.88	-0.361
8.048	259.88	-0.361
8.049	259.88	-0.361
8.050	259.88	-0.361
8.051	259.88	-0.361
8.052	259.88	-0.361
8.053	259.88	-0.361
8.054	259.88	-0.361
8.055	259.88	-0.361
8.056	259.88	-0.361
8.057	259.88	-0.361
8.058	259.88	-0.361
8.059	259.88	-0.361
8.060	259.88	-0.361
8.061	259.88	-0.361
8.062	259.88	-0.361
8.063	259.88	-0.361
8.064	259.88	-0.361
8.065	259.88	-0.361
8.066	259.88	-0.361
8.067	259.88	-0.361
8.068	259.88	-0.361
8.069	259.88	-0.361
8.070	259.88	-0.361
8.071	259.88	-0.361
8.072	259.88	-0.361
8.073	259.88	-0.361
8.074	259.88	-0.361
8.075	259.88	-0.361
8.076	259.88	-0.361
8.077	259.88	-0.361
8.078	259.88	-0.361
8.079	259.88	-0.361
8.080	259.88	-0.361
8.081	259.88	-0.361
8.082	259.88	-0.361
8.083	259.88	-0.361
8.084	259.88	-0.361
8.085	259.88	-0.361
8.086	259.88	-0.361
8.087	259.88	-0.361
8.088	259.88	-0.361
8.089	259.88	-0.361
8.090	259.88	-0.361
8.091	259.88	-0.360
8.092	259.88	-0.360
8.093	259.89	-0.360
8.094	259.89	-0.360
8.095	259.89	-0.360
8.096	259.89	-0.360
8.097	259.89	-0.360
8.098	259.89	-0.360
8.099	259.89	-0.360
8.100	259.89	-0.360
8.101	259.89	-0.360
8.102	259.89	-0.360
8.103	259.89	-0.360
8.104	259.89	-0.360
8.105	259.89	-0.360
8.106	259.89	-0.360
8.107	259.89	-0.360
8.108	259.89	-0.360
8.109	259.89	-0.360
8.110	259.89	-0.360
8.111	259.89	-0.360
8.112	259.89	-0.360
8.113	259.89	-0.360
8.114	259.89	-0.360
8.115	259.89	-0.360
8.116	259.89	-0.360
8.117	259.89	-0.360
8.118	259.89	-0.360
8.119	259.89	-0.360
8.120	259.89	-0.360
8.121	259.89	-0.360
8.122	259.89	-0.360
8.123	259.89	-0.360
8.124	259.89	-0.360
8.125	259.89	-0.360
8.126	259.89	-0.360
8.127	259.90	-0.360
8.128	259.90	-0.360
8.129	259.90	-0.360
8.130	259.90	-0.360
8.131	259.90	-0.360
8.132	259.90	-0.360
8.133	259.90	-0.360
8.134	259.90	-0.360
8.135	259.90	-0.360
8.136	259.90	-0.360
8.137	259.90	-0.360
8.138	259.90	-0.360
8.139	259.90	-0.360
8.140	259.90	-0.360
8.141	259.90	-0.360
8.142	259.90	-0.360
8.143	259.90	-0.360
8.144	259.90	-0.360
8.145	259.90	-0.360
8.146	259.90	-0.360
8.147	259.90	-0.360
8.148	259.90	-0.360
8.149	259.90	-0.360
8.150	259.90	-0.360
8.151	259.90	-0.360
8.152	259.90	-0.360
8.153	259.91	-0.360
8.154	259.91	-0.360
8.155	259.91	-0.360
8.156	259.91	-0.360
8.157	259.91	-0.360
8.158	259.91	-0.360
8.159	259.91	-0.360
8.160	259.91	-0.360
8.161	259.91	-0.360
8.162	259.91	-0.360
8.163	259.91	-0.360
8.164	259.91	-0.360
8.165	259.91	-0.360
8.166	259.91	-0.360
8.167	259.91	-0.360
8.168	259.91	-0.360
8.169	259.91	-0.360
8.170	259.91	-0.360
8.171	259.91	-0.360
8.172	259.91	-0.360
8.173	259.91	-0.360
8.174	259.91	-0.360
8.175	259.92	-0.360
8.176	259.92	-0.360
8.177	259.92	-0.360
8.178	259.92	-0.360
8.179	259.92	-0.360
8.180	259.92	-0.360
8.181	259.92	-0.360
8.182	259.92	-0.360
8.183	259.92	-0.360
8.184	259.92	-0.360
8.185	259.92	-0.360
8.186	259.92	-0.360
8.187	259.92	-0.360
8.188	259.92	-0.360
8.189	259.92	-0.360
8.190	259.92	-0.360
8.191	259.92	-0.360
8.192	259.92	-0.360
8.193	259.92	-0.360
8.194	259.93	-0.360
8.195	259.93	-0.360
8.196	259.93	-0.360
8.197	259.93	-0.360
8.198	259.93	-0.360
8.199	259.93	-0.360
8.200	259.93	-0.360
8.201	259.93	-0.360
8.202	259.93	-0.360
8.203	259.93	-0.360
8.204	259.93	-0.360
8.205	259.93	-0.360
8.206	259.93	-0.360
8.207	259.93	-0.360
8.208	259.93	-0.359
8.209	259.93	-0.359
8.210	259.93	-0.359
8.211	259.94	-0.359
8.212	259.94	-0.359
8.213	259.94	-0.359
8.214	259.94	-0.359
8.215	259.94	-0.359
8.216	259.94	-0.359
8.217	259.94	-0.359
8.218	259.94	-0.359
8.219	259.94	-0.359
8.220	259.94	-0.359
8.221	259.94	-0.359
8.222	259.94	-0.359
8.223	259.94	-0.359
8.224	259.94	-0.359
8.225	259.94	-0.359
8.226	259.94	-0.359
8.227	259.95	-0.359
8.228	259.95	-0.359
8.229	259.95	-0.359
8.230	259.95	-0.359
8.231	259.95	-0.359
8.232	259.95	-0.359
8.233	259.95	-0.359
8.234	259.95	-0.359
8.235	259.95	-0.359
8.236	259.95	-0.359
8.237	259.95	-0.359
8.238	259.95	-0.359
8.239	259.95	-0.359
8.240	259.95	-0.359
8.241	259.95	-0.359
8.242	259.96	-0.359
8.243	259.96	-0.359
8.244	259.96	-0.359
8.245	259.96	-0.359
8.246	259.96	-0.359
8.247	259.96	-0.359
8.248	259.96	-0.359
8.249	259.96	-0.359
8.250	259.96	-0.359
8.251	259.96	-0.359
8.252	259.96	-0.359
8.253	259.96	-0.359
8.254	259.96	-0.359
8.255	259.96	-0.359
8.256	259.97	-0.359
8.257	259.97	-0.359
8.258	259.97	-0.359
8.259	259.97	-0.359
8.260	259.97	-0.359
8.261	259.97	-0.359
8.262	259.97	-0.359
8.263	259.97	-0.359
8.264	259.97	-0.359
8.265	259.97	-0.359
8.266	259.97	-0.359
8.267	259.97	-0.359
8.268	259.97	-0.359
8.269	259.98	-0.359
8.270	259.98	-0.359
8.271	259.98	-0.359
8.272	259.98	-0.359
8.273	259.98	-0.359
8.274	259.98	-0.359
8.275	259.98	-0.359
8.276	259.98	-0.359
8.277	259.98	-0.358
8.278	259.98	-0.358
8.279	259.98	-0.358
8.280	259.98	-0.358
8.281	259.99	-0.358
8.282	259.99	-0.358
8.283	259.99	-0.358
8.284	259.99	-0.358
8.285	259.99	-0.358
8.286	259.99	-0.358
8.287	259.99	-0.358
8.288	259.99	-0.358
8.289	259.99	-0.358
8.290	259.99	-0.358
8.291	259.99	-0.358
8.292	259.99	-0.358
8.293	260.00	-0.358
8.294	260.00	-0.358
8.295	260.00	-0.358
8.296	260.00	-0.358
8.297	260.00	-0.358
8.298	260.00	-0.358
8.299	260.00	-0.358
8.300	260.00	-0.358
8.301	260.00	-0.358
8.302	260.00	-0.358
8.303	260.00	-0.358
8.304	260.01	-0.358
8.305	260.01	-0.358
8.306	260.01	-0.358
8.307	260.01	-0.358
8.308	260.01	-0.358
8.309	260.01	-0.358
8.310	260.01	-0.358
8.311	260.01	-0.358
8.312	260.01	-0.358
8.313	260.01	-0.358
8.314	260.01	-0.358
8.315	260.02	-0.358
8.316	260.02	-0.358
8.317	260.02	-0.358
8.318	260.02	-0.358
8.319	260.02	-0.358
8.320	260.02	-0.358
8.321	260.02	-0.358
8.322	260.02	-0.358
8.323	260.02	-0.358
8.324	260.02	-0.358
8.325	260.02	-0.358
8.326	260.03	-0.358
8.327	260.03	-0.358
8.328	260.03	-0.358
8.329	260.03	-0.358
8.330	260.03	-0.358
8.331	260.03	-0.357
8.332	260.03	-0.357
8.333	260.03	-0.357
8.334	260.03	-0.357
8.335	260.03	-0.357
8.336	260.04	-0.357
8.337	260.04	-0.357
8.338	260.04	-0.357
8.339	260.04	-0.357
8.340	260.04	-0.357
8.341	260.04	-0.357
8.342	260.04	-0.357
8.343	260.04	-0.357
8.344	260.04	-0.357
8.345	260.04	-0.357
8.346	260.05	-0.357
8.347	260.05	-0.357
8.348	260.05	-0.357
8.349	260.05	-0.357
8.350	260.05	-0.357
8.351	260.05	-0.357
8.352	260.05	-0.357
8.353	260.05	-0.357
8.354	260.05	-0.357
8.355	260.05	-0.357
8.356	260.06	-0.357
8.357	260.06	-0.357
8.358	260.06	-0.357
8.359	260.06	-0.357
8.360	260.06	-0.357
8.361	260.06	-0.357
8.362	260.06	-0.357
8.363	260.06	-0.357
8.364	260.06	-0.357
8.365	260.07	-0.357
8.366	260.07	-0.357
8.367	260.07	-0.357
8.368	260.07	-0.357
8.369	260.07	-0.357
8.370	260.07	-0.357
8.371	260.07	-0.357
8.372	260.07	-0.357
8.373	260.07	-0.357
8.374	260.08	-0.357
8.375	260.08	-0.357
8.376	260.08	-0.357
8.377	260.08	-0.357
8.378	260.08	-0.356
8.379	260.08	-0.356
8.380	260.08	-0.356
8.381	260.08	-0.356
8.382	260.08	-0.356
8.383	260.09	-0.356
8.384	260.09	-0.356
8.385	260.09	-0.356
8.386	260.09	-0.356
8.387	260.09	-0.356
8.388	260.09	-0.356
8.389	260.09	-0.356
8.390	260.09	-0.356
8.391	260.09	-0.356
8.392	260.10	-0.356
8.393	260.10	-0.356
8.394	260.10	-0.356
8.395	260.10	-0.356
8.396	260.10	-0.356
8.397	260.10	-0.356
8.398	260.10	-0.356
8.399	260.10	-0.356
8.400	260.11	-0.356
8.401	260.11	-0.356
8.402	260.11	-0.356
8.403	260.11	-0.356
8.404	260.11	-0.356
8.405	260.11	-0.356
8.406	260.11	-0.356
8.407	260.11	-0.356
8.408	260.11	-0.356
8.409	260.12	-0.356
8.410	260.12	-0.356
8.411	260.12	-0.356
8.412	260.12	-0.356
8.413	260.12	-0.356
8.414	260.12	-0.356
8.415	260.12	-0.356
8.416	260.12	-0.356
8.417	260.13	-0.356
8.418	260.13	-0.356
8.419	260.13	-0.355
8.420	260.13	-0.355
8.421	260.13	-0.355
8.422	260.13	-0.355
8.423	260.13	-0.355
8.424	260.13	-0.355
8.425	260.14	-0.355
8.426	260.14	-0.355
8.427	260.14	-0.355
8.428	260.14	-0.355
8.429	260.14	-0.355
8.430	260.14	-0.355
8.431	260.14	-0.355
8.432	260.14	-0.355
8.433	260.15	-0.355
8.434	260.15	-0.355
8.435	260.15	-0.355
8.436	260.15	-0.355
8.437	260.15	-0.355
8.438	260.15	-0.355
8.439	260.15	-0.355
8.440	260.15	-0.355
8.441	260.16	-0.355
8.442	260.16	-0.355
8.443	260.16	-0.355
8.444	260.16	-0.355
8.445	260.16	-0.355
8.446	260.16	-0.355
8.447	260.16	-0.355
8.448	260.17	-0.355
8.449	260.17	-0.355
8.450	260.17	-0.355
8.451	260.17	-0.355
8.452	260.17	-0.355
8.453	260.17	-0.355
8.454	260.17	-0.355
8.455	260.17	-0.355
8.456	260.18	-0.355
8.457	260.18	-0.354
8.458	260.18	-0.354
8.459	260.18	-0.354
8.460	260.18	-0.354
8.461	260.18	-0.354
8.462	260.18	-0.354
8.463	260.19	-0.354
8.464	260.19	-0.354
8.465	260.19	-0.354
8.466	260.19	-0.354
8.467	260.19	-0.354
8.468	260.19	-0.354
8.469	260.19	-0.354
8.470	260.19	-0.354
8.471	260.20	-0.354
8.472	260.20	-0.354
8.473	260.20	-0.354
8.474	260.20	-0.354
8.475	260.20	-0.354
8.476	260.20	-0.354
8.477	260.20	-0.354
8.478	260.21	-0.354
8.479	260.21	-0.354
8.480	260.21	-0.354
8.481	260.21	-0.354
8.482	260.21	-0.354
8.483	260.21	-0.354
8.484	260.21	-0.354
8.485	260.22	-0.354
8.486	260.22	-0.354
8.487	260.22	-0.354
8.488	260.22	-0.354
8.489	260.22	-0.354
8.490	260.22	-0.354
8.491	260.22	-0.354
8.492	260.23	-0.353
8.493	260.23	-0.353
8.494	260.23	-0.353
8.495	260.23	-0.353
8.496	260.23	-0.353
8.497	260.23	-0.353
8.498	260.23	-0.353
8.499	260.24	-0.353
8.500	260.24	-0.353
8.501	260.24	-0.353
8.502	260.24	-0.353
8.503	260.24	-0.353
8.504	260.24	-0.353
8.505	260.24	-0.353
8.506	260.25	-0.353
8.507	260.25	-0.353
8.508	260.25	-0.353
8.509	260.25	-0.353
8.510	260.25	-0.353
8.511	260.25	-0.353
8.512	260.25	-0.353
8.513	260.26	-0.353
8.514	260.26	-0.353
8.515	260.26	-0.353
8.516	260.26	-0.353
8.517	260.26	-0.353
8.518	260.26	-0.353
8.519	260.26	-0.353
8.520	260.27	-0.353
8.521	260.27	-0.353
8.522	260.27	-0.353
8.523	260.27	-0.353
8.524	260.27	-0.353
8.525	260.27	-0.352
8.526	260.28	-0.352
8.527	260.28	-0.352
8.528	260.28	-0.352
8.529	260.28	-0.352
8.530	260.28	-0.352
8.531	260.28	-0.352
8.532	260.28	-0.352
8.533	260.29	-0.352
8.534	260.29	-0.352
8.535	260.29	-0.352
8.536	260.29	-0.352
8.537	260.29	-0.352
8.538	260.29	-0.352
8.539	260.30	-0.352
8.540	260.30	-0.352
8.541	260.30	-0.352
8.542	260.30	-0.352
8.543	260.30	-0.352
8.544	260.30	-0.352
8.545	260.30	-0.352
8.546	260.31	-0.352
8.547	260.31	-0.352
8.548	260.31	-0.352
8.549	260.31	-0.352
8.550	260.31	-0.352
8.551	260.31	-0.352
8.552	260.32	-0.352
8.553	260.32	-0.352
8.554	260.32	-0.352
8.555	260.32	-0.352
8.556	260.32	-0.351
8.557	260.32	-0.351
8.558	260.33	-0.351
8.559	260.33	-0.351
8.560	260.33	-0.351
8.561	260.33	-0.351
8.562	260.33	-0.351
8.563	260.33	-0.351
8.564	260.34	-0.351
8.565	260.34	-0.351
8.566	260.34	-0.351
8.567	260.34	-0.351
8.568	260.34	-0.351
8.569	260.34	-0.351
8.570	260.34	-0.351
8.571	260.35	-0.351
8.572	260.35	-0.351
8.573	260.35	-0.351
8.574	260.35	-0.351
8.575	260.35	-0.351
8.576	260.35	-0.351
8.577	260.36	-0.351
8.578	260.36	-0.351
8.579	260.36	-0.351
8.580	260.36	-0.351
8.581	260.36	-0.351
8.582	260.36	-0.351
8.583	260.37	-0.351
8.584	260.37	-0.351
8.585	260.37	-0.351
8.586	260.37	-0.350
8.587	260.37	-0.350
8.588	260.37	-0.350
8.589	260.38	-0.350
8.590	260.38	-0.350
8.591	260.38	-0.350
8.592	260.38	-0.350
8.593	260.38	-0.350
8.594	260.38	-0.350
8.595	260.39	-0.350
8.596	260.39	-0.350
8.597	260.39	-0.350
8.598	260.39	-0.350
8.599	260.39	-0.350
8.600	260.40	-0.350
8.601	260.40	-0.350
8.602	260.40	-0.350
8.603	260.40	-0.350
8.604	260.40	-0.350
8.605	260.40	-0.350
8.606	260.41	-0.350
8.607	260.41	-0.350
8.608	260.41	-0.350
8.609	260.41	-0.350
8.610	260.41	-0.350
8.611	260.41	-0.350
8.612	260.42	-0.350
8.613	260.42	-0.350
8.614	260.42	-0.350
8.615	260.42	-0.349
8.616	260.42	-0.349
8.617	260.42	-0.349
8.618	260.43	-0.349
8.619	260.43	-0.349
8.620	260.43	-0.349
8.621	260.43	-0.349
8.622	260.43	-0.349
8.623	260.44	-0.349
8.624	260.44	-0.349
8.625	260.44	-0.349
8.626	260.44	-0.349
8.627	260.44	-0.349
8.628	260.44	-0.349
8.629	260.45	-0.349
8.630	260.45	-0.349
8.631	260.45	-0.349
8.632	260.45	-0.349
8.633	260.45	-0.349
8.634	260.45	-0.349
8.635	260.46	-0.349
8.636	260.46	-0.349
8.637	260.46	-0.349
8.638	260.46	-0.349
8.639	260.46	-0.349
8.640	260.47	-0.349
8.641	260.47	-0.349
8.642	260.47	-0.348
8.643	260.47	-0.348
8.644	260.47	-0.348
8.645	260.47	-0.348
8.646	260.48	-0.348
8.647	260.48	-0.348
8.648	260.48	-0.348
8.649	260.48	-0.348
8.650	260.48	-0.348
8.651	260.49	-0.348
8.652	260.49	-0.348
8.653	260.49	-0.348
8.654	260.49	-0.348
8.655	260.49	-0.348
8.656	260.50	-0.348
8.657	260.50	-0.348
8.658	260.50	-0.348
8.659	260.50	-0.348
8.660	260.50	-0.348
8.661	260.50	-0.348
8.662	260.51	-0.348
8.663	260.51	-0.348
8.664	260.51	-0.348
8.665	260.51	-0.348
8.666	260.51	-0.348
8.667	260.52	-0.348
8.668	260.52	-0.347
8.669	260.52	-0.347
8.670	260.52	-0.347
8.671	260.52	-0.347
8.672	260.53	-0.347
8.673	260.53	-0.347
8.674	260.53	-0.347
8.675	260.53	-0.347
8.676	260.53	-0.347
8.677	260.53	-0.347
8.678	260.54	-0.347
8.679	260.54	-0.347
8.680	260.54	-0.347
8.681	260.54	-0.347
8.682	260.54	-0.347
8.683	260.55	-0.347
8.684	260.55	-0.347
8.685	260.55	-0.347
8.686	260.55	-0.347
8.687	260.55	-0.347
8.688	260.56	-0.347
8.689	260.56	-0.347
8.690	260.56	-0.347
8.691	260.56	-0.347
8.692	260.56	-0.347
8.693	260.57	-0.346
8.694	260.57	-0.346
8.695	260.57	-0.346
8.696	260.57	-0.346
8.697	260.57	-0.346
8.698	260.58	-0.346
8.699	260.58	-0.346
8.700	260.58	-0.346
8.701	260.58	-0.346
8.702	260.58	-0.346
8.703	260.59	-0.346
8.704	260.59	-0.346
8.705	260.59	-0.346
8.706	260.59	-0.346
8.707	260.59	-0.346
8.708	260.60	-0.346
8.709	260.60	-0.346
8.710	260.60	-0.346
8.711	260.60	-0.346
8.712	260.60	-0.346
8.713	260.61	-0.346
8.714	260.61	-0.346
8.715	260.61	-0.346
8.716	260.61	-0.346
8.717	260.61	-0.346
8.718	260.62	-0.345
8.719	260.62	-0.345
8.720	260.62	-0.345
8.721	260.62	-0.345
8.722	260.62	-0.345
8.723	260.63	-0.345
8.724	260.63	-0.345
8.725	260.63	-0.345
8.726	260.63	-0.345
8.727	260.63	-0.345
8.728	260.64	-0.345
8.729	260.64	-0.345
8.730	260.64	-0.345
8.731	260.64	-0.345
8.732	260.64	-0.345
8.733	260.65	-0.345
8.734	260.65	-0.345
8.735	260.65	-0.345
8.736	260.65	-0.345
8.737	260.66	-0.345
8.738	260.66	-0.345
8.739	260.66	-0.345
8.740	260.66	-0.345
8.741	260.66	-0.344
8.742	260.67	-0.344
8.743	260.67	-0.344
8.744	260.67	-0.344
8.745	260.67	-0.344
8.746	260.67	-0.344
8.747	260.68	-0.344
8.748	260.68	-0.344
8.749	260.68	-0.344
8.750	260.68	-0.344
8.751	260.68	-0.344
8.752	260.69	-0.344
8.753	260.69	-0.344
8.754	260.69	-0.344
8.755	260.69	-0.344
8.756	260.70	-0.344
8.757	260.70	-0.344
8.758	260.70	-0.344
8.759	260.70	-0.344
8.760	260.70	-0.344
8.761	260.71	-0.344
8.762	260.71	-0.344
8.763	260.71	-0.344
8.764	260.71	-0.343
8.765	260.72	-0.343
8.766	260.72	-0.343
8.767	260.72	-0.343
8.768	260.72	-0.343
8.769	260.72	-0.343
8.770	260.73	-0.343
8.771	260.73	-0.343
8.772	260.73	-0.343
8.773	260.73	-0.343
8.774	260.73	-0.343
8.775	260.74	-0.343
8.776	260.74	-0.343
8.777	260.74	-0.343
8.778	260.74	-0.343
8.779	260.75	-0.343
8.780	260.75	-0.343
8.781	260.75	-0.343
8.782	260.75	-0.343
8.783	260.75	-0.343
8.784	260.76	-0.343
8.785	260.76	-0.343
8.786	260.76	-0.342
8.787	260.76	-0.342
8.788	260.77	-0.342
8.789	260.77	-0.342
8.790	260.77	-0.342
8.791	260.77	-0.342
8.792	260.78	-0.342
8.793	260.78	-0.342
8.794	260.78	-0.342
8.795	260.78	-0.342
8.796	260.78	-0.342
8.797	260.79	-0.342
8.798	260.79	-0.342
8.799	260.79	-0.342
8.800	260.79	-0.342
8.801	260.80	-0.342
8.802	260.80	-0.342
8.803	260.80	-0.342
8.804	260.80	-0.342
8.805	260.80	-0.342
8.806	260.81	-0.342
8.807	260.81	-0.341
8.808	260.81	-0.341
8.809	260.81	-0.341
8.810	260.82	-0.341
8.811	260.82	-0.341
8.812	260.82	-0.341
8.813	260.82	-0.341
8.814	260.83	-0.341
8.815	260.83	-0.341
8.816	260.83	-0.341
8.817	260.83	-0.341
8.818	260.84	-0.341
8.819	260.84	-0.341
