/* DATA DESCRIPTION:
Citation:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas methane (CH4), final spline-smoothed data of calculated radiative forcing (Version 1) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.871270, 
	In supplement to: Köhler, P et al. (2017): A 156 kyr smoothed history of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing. Earth System Science Data, 9(1), 363-387, https://doi.org/10.5194/essd-9-363-2017
New version:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas methane (CH4), final spline-smoothed data of calculated radiative forcing (Version 2). PANGAEA, https://doi.org/10.1594/PANGAEA.876009
Related to:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum. Earth System Science Data Discussions, https://doi.org/10.5194/essd-2017-6
Comment:	Final spline with 156278 lines (-66 BP to 156211 BP).
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html)
	Methane, dry-air mole fraction [nmol/mol] (CH4) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: nmol/mol = ppb
	Radiative forcing of atmospheric methane [W/m**2] (dR_[CH4]) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: = 1.4 * 0.036 * (sqrt(CH4/ppb)-sqrt(742))
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	312556 data points
*/
Age [ka BP]	CH4 [nmol/mol]	dR_[CH4] [W/m**2]
34.373	417.97	-0.342
34.374	418.01	-0.342
34.375	418.06	-0.342
34.376	418.10	-0.342
34.377	418.14	-0.342
34.378	418.17	-0.342
34.379	418.21	-0.342
34.380	418.24	-0.342
34.381	418.28	-0.342
34.382	418.31	-0.342
34.383	418.33	-0.342
34.384	418.36	-0.342
34.385	418.38	-0.342
34.386	418.41	-0.342
34.387	418.43	-0.342
34.388	418.44	-0.342
34.389	418.46	-0.342
34.390	418.48	-0.342
34.391	418.49	-0.342
34.392	418.50	-0.342
34.393	418.51	-0.342
34.394	418.52	-0.342
34.395	418.53	-0.342
34.396	418.54	-0.342
34.397	418.55	-0.342
34.398	418.55	-0.342
34.399	418.55	-0.342
34.400	418.56	-0.342
34.401	418.56	-0.342
34.402	418.56	-0.342
34.403	418.56	-0.342
34.404	418.56	-0.342
34.405	418.56	-0.342
34.406	418.55	-0.342
34.407	418.55	-0.342
34.408	418.55	-0.342
34.409	418.54	-0.342
34.410	418.54	-0.342
34.411	418.53	-0.342
34.412	418.53	-0.342
34.413	418.52	-0.342
34.414	418.52	-0.342
34.415	418.51	-0.342
34.416	418.51	-0.342
34.417	418.50	-0.342
34.418	418.50	-0.342
34.419	418.49	-0.342
34.420	418.48	-0.342
34.421	418.48	-0.342
34.422	418.48	-0.342
34.423	418.47	-0.342
34.424	418.47	-0.342
34.425	418.47	-0.342
34.426	418.47	-0.342
34.427	418.47	-0.342
34.428	418.47	-0.342
34.429	418.47	-0.342
34.430	418.48	-0.342
34.431	418.48	-0.342
34.432	418.49	-0.342
34.433	418.50	-0.342
34.434	418.51	-0.342
34.435	418.53	-0.342
34.436	418.54	-0.342
34.437	418.56	-0.342
34.438	418.59	-0.342
34.439	418.61	-0.342
34.440	418.64	-0.342
34.441	418.67	-0.342
34.442	418.70	-0.342
34.443	418.74	-0.342
34.444	418.77	-0.341
34.445	418.82	-0.341
34.446	418.86	-0.341
34.447	418.91	-0.341
34.448	418.97	-0.341
34.449	419.02	-0.341
34.450	419.09	-0.341
34.451	419.15	-0.341
34.452	419.22	-0.341
34.453	419.30	-0.341
34.454	419.38	-0.341
34.455	419.46	-0.341
34.456	419.55	-0.341
34.457	419.64	-0.340
34.458	419.73	-0.340
34.459	419.84	-0.340
34.460	419.94	-0.340
34.461	420.05	-0.340
34.462	420.16	-0.340
34.463	420.28	-0.340
34.464	420.40	-0.339
34.465	420.53	-0.339
34.466	420.66	-0.339
34.467	420.80	-0.339
34.468	420.93	-0.339
34.469	421.08	-0.339
34.470	421.22	-0.338
34.471	421.37	-0.338
34.472	421.53	-0.338
34.473	421.69	-0.338
34.474	421.85	-0.338
34.475	422.02	-0.338
34.476	422.19	-0.337
34.477	422.36	-0.337
34.478	422.54	-0.337
34.479	422.72	-0.337
34.480	422.90	-0.336
34.481	423.09	-0.336
34.482	423.28	-0.336
34.483	423.48	-0.336
34.484	423.68	-0.335
34.485	423.88	-0.335
34.486	424.09	-0.335
34.487	424.30	-0.335
34.488	424.51	-0.334
34.489	424.73	-0.334
34.490	424.95	-0.334
34.491	425.17	-0.334
34.492	425.40	-0.333
34.493	425.63	-0.333
34.494	425.86	-0.333
34.495	426.10	-0.333
34.496	426.34	-0.332
34.497	426.58	-0.332
34.498	426.82	-0.332
34.499	427.06	-0.331
34.500	427.31	-0.331
34.501	427.55	-0.331
34.502	427.80	-0.330
34.503	428.05	-0.330
34.504	428.29	-0.330
34.505	428.54	-0.330
34.506	428.79	-0.329
34.507	429.04	-0.329
34.508	429.28	-0.329
34.509	429.53	-0.328
34.510	429.77	-0.328
34.511	430.02	-0.328
34.512	430.26	-0.327
34.513	430.50	-0.327
34.514	430.74	-0.327
34.515	430.97	-0.327
34.516	431.21	-0.326
34.517	431.44	-0.326
34.518	431.66	-0.326
34.519	431.89	-0.325
34.520	432.11	-0.325
34.521	432.33	-0.325
34.522	432.54	-0.325
34.523	432.75	-0.324
34.524	432.95	-0.324
34.525	433.15	-0.324
34.526	433.35	-0.324
34.527	433.53	-0.323
34.528	433.72	-0.323
34.529	433.90	-0.323
34.530	434.07	-0.323
34.531	434.23	-0.323
34.532	434.39	-0.322
34.533	434.55	-0.322
34.534	434.70	-0.322
34.535	434.84	-0.322
34.536	434.98	-0.322
34.537	435.11	-0.322
34.538	435.23	-0.321
34.539	435.35	-0.321
34.540	435.47	-0.321
34.541	435.57	-0.321
34.542	435.67	-0.321
34.543	435.77	-0.321
34.544	435.86	-0.321
34.545	435.94	-0.321
34.546	436.01	-0.320
34.547	436.08	-0.320
34.548	436.15	-0.320
34.549	436.21	-0.320
34.550	436.26	-0.320
34.551	436.30	-0.320
34.552	436.34	-0.320
34.553	436.37	-0.320
34.554	436.40	-0.320
34.555	436.42	-0.320
34.556	436.43	-0.320
34.557	436.44	-0.320
34.558	436.44	-0.320
34.559	436.43	-0.320
34.560	436.42	-0.320
34.561	436.40	-0.320
34.562	436.37	-0.320
34.563	436.34	-0.320
34.564	436.30	-0.320
34.565	436.25	-0.320
34.566	436.20	-0.320
34.567	436.14	-0.320
34.568	436.08	-0.320
34.569	436.01	-0.320
34.570	435.93	-0.321
34.571	435.85	-0.321
34.572	435.77	-0.321
34.573	435.68	-0.321
34.574	435.59	-0.321
34.575	435.50	-0.321
34.576	435.41	-0.321
34.577	435.31	-0.321
34.578	435.21	-0.321
34.579	435.12	-0.322
34.580	435.02	-0.322
34.581	434.92	-0.322
34.582	434.83	-0.322
34.583	434.73	-0.322
34.584	434.64	-0.322
34.585	434.55	-0.322
34.586	434.46	-0.322
34.587	434.37	-0.322
34.588	434.29	-0.323
34.589	434.21	-0.323
34.590	434.14	-0.323
34.591	434.07	-0.323
34.592	434.01	-0.323
34.593	433.95	-0.323
34.594	433.90	-0.323
34.595	433.86	-0.323
34.596	433.82	-0.323
34.597	433.79	-0.323
34.598	433.77	-0.323
34.599	433.76	-0.323
34.600	433.76	-0.323
34.601	433.77	-0.323
34.602	433.79	-0.323
34.603	433.81	-0.323
34.604	433.85	-0.323
34.605	433.90	-0.323
34.606	433.96	-0.323
34.607	434.03	-0.323
34.608	434.11	-0.323
34.609	434.19	-0.323
34.610	434.29	-0.323
34.611	434.39	-0.322
34.612	434.50	-0.322
34.613	434.62	-0.322
34.614	434.75	-0.322
34.615	434.89	-0.322
34.616	435.03	-0.322
34.617	435.18	-0.321
34.618	435.34	-0.321
34.619	435.50	-0.321
34.620	435.67	-0.321
34.621	435.84	-0.321
34.622	436.02	-0.320
34.623	436.21	-0.320
34.624	436.40	-0.320
34.625	436.60	-0.320
34.626	436.80	-0.320
34.627	437.00	-0.319
34.628	437.21	-0.319
34.629	437.42	-0.319
34.630	437.64	-0.319
34.631	437.86	-0.318
34.632	438.08	-0.318
34.633	438.31	-0.318
34.634	438.54	-0.317
34.635	438.77	-0.317
34.636	439.00	-0.317
34.637	439.23	-0.317
34.638	439.47	-0.316
34.639	439.71	-0.316
34.640	439.95	-0.316
34.641	440.18	-0.315
34.642	440.42	-0.315
34.643	440.66	-0.315
34.644	440.90	-0.315
34.645	441.14	-0.314
34.646	441.38	-0.314
34.647	441.62	-0.314
34.648	441.85	-0.313
34.649	442.09	-0.313
34.650	442.32	-0.313
34.651	442.55	-0.313
34.652	442.78	-0.312
34.653	443.00	-0.312
34.654	443.22	-0.312
34.655	443.44	-0.312
34.656	443.66	-0.311
34.657	443.87	-0.311
34.658	444.08	-0.311
34.659	444.28	-0.311
34.660	444.48	-0.310
34.661	444.67	-0.310
34.662	444.86	-0.310
34.663	445.04	-0.310
34.664	445.22	-0.309
34.665	445.39	-0.309
34.666	445.55	-0.309
34.667	445.71	-0.309
34.668	445.86	-0.309
34.669	446.00	-0.308
34.670	446.14	-0.308
34.671	446.27	-0.308
34.672	446.39	-0.308
34.673	446.50	-0.308
34.674	446.60	-0.308
34.675	446.69	-0.308
34.676	446.78	-0.308
34.677	446.85	-0.307
34.678	446.92	-0.307
34.679	446.98	-0.307
34.680	447.02	-0.307
34.681	447.06	-0.307
34.682	447.10	-0.307
34.683	447.12	-0.307
34.684	447.13	-0.307
34.685	447.14	-0.307
34.686	447.14	-0.307
34.687	447.13	-0.307
34.688	447.12	-0.307
34.689	447.10	-0.307
34.690	447.07	-0.307
34.691	447.04	-0.307
34.692	447.00	-0.307
34.693	446.95	-0.307
34.694	446.90	-0.307
34.695	446.84	-0.307
34.696	446.78	-0.308
34.697	446.71	-0.308
34.698	446.64	-0.308
34.699	446.57	-0.308
34.700	446.49	-0.308
34.701	446.40	-0.308
34.702	446.31	-0.308
34.703	446.22	-0.308
34.704	446.13	-0.308
34.705	446.03	-0.308
34.706	445.93	-0.309
34.707	445.82	-0.309
34.708	445.72	-0.309
34.709	445.61	-0.309
34.710	445.50	-0.309
34.711	445.39	-0.309
34.712	445.27	-0.309
34.713	445.16	-0.310
34.714	445.04	-0.310
34.715	444.93	-0.310
34.716	444.81	-0.310
34.717	444.69	-0.310
34.718	444.57	-0.310
34.719	444.45	-0.310
34.720	444.33	-0.310
34.721	444.22	-0.311
34.722	444.10	-0.311
34.723	443.98	-0.311
34.724	443.86	-0.311
34.725	443.75	-0.311
34.726	443.63	-0.311
34.727	443.52	-0.311
34.728	443.41	-0.312
34.729	443.30	-0.312
34.730	443.19	-0.312
34.731	443.08	-0.312
34.732	442.98	-0.312
34.733	442.87	-0.312
34.734	442.77	-0.312
34.735	442.68	-0.312
34.736	442.58	-0.313
34.737	442.49	-0.313
34.738	442.40	-0.313
34.739	442.32	-0.313
34.740	442.24	-0.313
34.741	442.16	-0.313
34.742	442.08	-0.313
34.743	442.01	-0.313
34.744	441.95	-0.313
34.745	441.89	-0.313
34.746	441.83	-0.313
34.747	441.78	-0.314
34.748	441.73	-0.314
34.749	441.69	-0.314
34.750	441.65	-0.314
34.751	441.62	-0.314
34.752	441.59	-0.314
34.753	441.57	-0.314
34.754	441.56	-0.314
34.755	441.55	-0.314
34.756	441.55	-0.314
34.757	441.55	-0.314
34.758	441.56	-0.314
34.759	441.58	-0.314
34.760	441.61	-0.314
34.761	441.64	-0.314
34.762	441.69	-0.314
34.763	441.74	-0.314
34.764	441.80	-0.314
34.765	441.86	-0.313
34.766	441.94	-0.313
34.767	442.03	-0.313
34.768	442.12	-0.313
34.769	442.23	-0.313
34.770	442.34	-0.313
34.771	442.47	-0.313
34.772	442.60	-0.313
34.773	442.75	-0.312
34.774	442.91	-0.312
34.775	443.07	-0.312
34.776	443.25	-0.312
34.777	443.45	-0.312
34.778	443.65	-0.311
34.779	443.87	-0.311
34.780	444.09	-0.311
34.781	444.34	-0.310
34.782	444.59	-0.310
34.783	444.86	-0.310
34.784	445.14	-0.310
34.785	445.43	-0.309
34.786	445.74	-0.309
34.787	446.06	-0.308
34.788	446.40	-0.308
34.789	446.75	-0.308
34.790	447.12	-0.307
34.791	447.50	-0.307
34.792	447.89	-0.306
34.793	448.31	-0.306
34.794	448.73	-0.305
34.795	449.17	-0.305
34.796	449.62	-0.304
34.797	450.08	-0.304
34.798	450.55	-0.303
34.799	451.04	-0.303
34.800	451.53	-0.302
34.801	452.04	-0.301
34.802	452.55	-0.301
34.803	453.08	-0.300
34.804	453.61	-0.299
34.805	454.15	-0.299
34.806	454.70	-0.298
34.807	455.25	-0.298
34.808	455.82	-0.297
34.809	456.39	-0.296
34.810	456.96	-0.295
34.811	457.54	-0.295
34.812	458.12	-0.294
34.813	458.71	-0.293
34.814	459.30	-0.293
34.815	459.90	-0.292
34.816	460.49	-0.291
34.817	461.09	-0.291
34.818	461.69	-0.290
34.819	462.29	-0.289
34.820	462.90	-0.289
34.821	463.50	-0.288
34.822	464.10	-0.287
34.823	464.70	-0.286
34.824	465.30	-0.286
34.825	465.90	-0.285
34.826	466.49	-0.284
34.827	467.09	-0.284
34.828	467.67	-0.283
34.829	468.26	-0.282
34.830	468.84	-0.282
34.831	469.42	-0.281
34.832	469.99	-0.280
34.833	470.56	-0.280
34.834	471.13	-0.279
34.835	471.69	-0.278
34.836	472.25	-0.278
34.837	472.81	-0.277
34.838	473.36	-0.276
34.839	473.91	-0.276
34.840	474.46	-0.275
34.841	475.00	-0.274
34.842	475.54	-0.274
34.843	476.08	-0.273
34.844	476.62	-0.273
34.845	477.15	-0.272
34.846	477.69	-0.271
34.847	478.22	-0.271
34.848	478.74	-0.270
34.849	479.27	-0.270
34.850	479.79	-0.269
34.851	480.31	-0.268
34.852	480.84	-0.268
34.853	481.35	-0.267
34.854	481.87	-0.267
34.855	482.39	-0.266
34.856	482.90	-0.265
34.857	483.42	-0.265
34.858	483.93	-0.264
34.859	484.44	-0.264
34.860	484.95	-0.263
34.861	485.46	-0.262
34.862	485.97	-0.262
34.863	486.48	-0.261
34.864	486.98	-0.261
34.865	487.49	-0.260
34.866	488.00	-0.260
34.867	488.51	-0.259
34.868	489.01	-0.258
34.869	489.52	-0.258
34.870	490.03	-0.257
34.871	490.53	-0.257
34.872	491.04	-0.256
34.873	491.55	-0.255
34.874	492.06	-0.255
34.875	492.57	-0.254
34.876	493.08	-0.254
34.877	493.59	-0.253
34.878	494.11	-0.253
34.879	494.62	-0.252
34.880	495.14	-0.251
34.881	495.66	-0.251
34.882	496.18	-0.250
34.883	496.70	-0.250
34.884	497.23	-0.249
34.885	497.75	-0.248
34.886	498.28	-0.248
34.887	498.81	-0.247
34.888	499.35	-0.247
34.889	499.88	-0.246
34.890	500.42	-0.245
34.891	500.97	-0.245
34.892	501.51	-0.244
34.893	502.06	-0.244
34.894	502.62	-0.243
34.895	503.17	-0.242
34.896	503.73	-0.242
34.897	504.30	-0.241
34.898	504.87	-0.240
34.899	505.44	-0.240
34.900	506.01	-0.239
34.901	506.60	-0.238
34.902	507.18	-0.238
34.903	507.77	-0.237
34.904	508.36	-0.237
34.905	508.96	-0.236
34.906	509.56	-0.235
34.907	510.16	-0.235
34.908	510.77	-0.234
34.909	511.38	-0.233
34.910	511.99	-0.232
34.911	512.60	-0.232
34.912	513.21	-0.231
34.913	513.83	-0.230
34.914	514.44	-0.230
34.915	515.06	-0.229
34.916	515.67	-0.228
34.917	516.28	-0.228
34.918	516.90	-0.227
34.919	517.51	-0.226
34.920	518.12	-0.226
34.921	518.73	-0.225
34.922	519.34	-0.224
34.923	519.94	-0.224
34.924	520.55	-0.223
34.925	521.15	-0.222
34.926	521.74	-0.222
34.927	522.34	-0.221
34.928	522.93	-0.220
34.929	523.51	-0.220
34.930	524.09	-0.219
34.931	524.66	-0.218
34.932	525.23	-0.218
34.933	525.80	-0.217
34.934	526.36	-0.217
34.935	526.91	-0.216
34.936	527.45	-0.215
34.937	527.99	-0.215
34.938	528.52	-0.214
34.939	529.05	-0.214
34.940	529.56	-0.213
34.941	530.07	-0.213
34.942	530.57	-0.212
34.943	531.06	-0.211
34.944	531.54	-0.211
34.945	532.02	-0.210
34.946	532.48	-0.210
34.947	532.93	-0.209
34.948	533.38	-0.209
34.949	533.81	-0.208
34.950	534.24	-0.208
34.951	534.65	-0.208
34.952	535.05	-0.207
34.953	535.44	-0.207
34.954	535.82	-0.206
34.955	536.19	-0.206
34.956	536.54	-0.205
34.957	536.89	-0.205
34.958	537.22	-0.205
34.959	537.54	-0.204
34.960	537.84	-0.204
34.961	538.13	-0.204
34.962	538.41	-0.203
34.963	538.67	-0.203
34.964	538.92	-0.203
34.965	539.16	-0.203
34.966	539.38	-0.202
34.967	539.59	-0.202
34.968	539.78	-0.202
34.969	539.95	-0.202
34.970	540.11	-0.202
34.971	540.26	-0.201
34.972	540.39	-0.201
34.973	540.50	-0.201
34.974	540.59	-0.201
34.975	540.67	-0.201
34.976	540.73	-0.201
34.977	540.78	-0.201
34.978	540.80	-0.201
34.979	540.82	-0.201
34.980	540.81	-0.201
34.981	540.79	-0.201
34.982	540.76	-0.201
34.983	540.71	-0.201
34.984	540.65	-0.201
34.985	540.57	-0.201
34.986	540.48	-0.201
34.987	540.37	-0.201
34.988	540.25	-0.201
34.989	540.12	-0.202
34.990	539.97	-0.202
34.991	539.81	-0.202
34.992	539.64	-0.202
34.993	539.45	-0.202
34.994	539.26	-0.202
34.995	539.05	-0.203
34.996	538.83	-0.203
34.997	538.59	-0.203
34.998	538.35	-0.203
34.999	538.09	-0.204
35.000	537.83	-0.204
35.001	537.55	-0.204
35.002	537.27	-0.205
35.003	536.97	-0.205
35.004	536.66	-0.205
35.005	536.35	-0.206
35.006	536.02	-0.206
35.007	535.69	-0.206
35.008	535.35	-0.207
35.009	535.00	-0.207
35.010	534.64	-0.208
35.011	534.27	-0.208
35.012	533.89	-0.208
35.013	533.51	-0.209
35.014	533.12	-0.209
35.015	532.73	-0.210
35.016	532.32	-0.210
35.017	531.92	-0.210
35.018	531.51	-0.211
35.019	531.09	-0.211
35.020	530.67	-0.212
35.021	530.25	-0.212
35.022	529.82	-0.213
35.023	529.39	-0.213
35.024	528.96	-0.214
35.025	528.53	-0.214
35.026	528.10	-0.215
35.027	527.67	-0.215
35.028	527.23	-0.216
35.029	526.80	-0.216
35.030	526.37	-0.217
35.031	525.94	-0.217
35.032	525.51	-0.218
35.033	525.09	-0.218
35.034	524.67	-0.218
35.035	524.25	-0.219
35.036	523.83	-0.219
35.037	523.42	-0.220
35.038	523.02	-0.220
35.039	522.62	-0.221
35.040	522.23	-0.221
35.041	521.84	-0.222
35.042	521.46	-0.222
35.043	521.09	-0.222
35.044	520.72	-0.223
35.045	520.37	-0.223
35.046	520.02	-0.224
35.047	519.68	-0.224
35.048	519.36	-0.224
35.049	519.04	-0.225
35.050	518.73	-0.225
35.051	518.44	-0.225
35.052	518.15	-0.226
35.053	517.87	-0.226
35.054	517.60	-0.226
35.055	517.35	-0.227
35.056	517.10	-0.227
35.057	516.86	-0.227
35.058	516.63	-0.227
35.059	516.40	-0.228
35.060	516.19	-0.228
35.061	515.98	-0.228
35.062	515.79	-0.228
35.063	515.60	-0.228
35.064	515.42	-0.229
35.065	515.24	-0.229
35.066	515.08	-0.229
35.067	514.92	-0.229
35.068	514.77	-0.229
35.069	514.62	-0.230
35.070	514.48	-0.230
35.071	514.35	-0.230
35.072	514.23	-0.230
35.073	514.11	-0.230
35.074	514.00	-0.230
35.075	513.89	-0.230
35.076	513.79	-0.230
35.077	513.70	-0.231
35.078	513.61	-0.231
35.079	513.53	-0.231
35.080	513.45	-0.231
35.081	513.37	-0.231
35.082	513.31	-0.231
35.083	513.24	-0.231
35.084	513.18	-0.231
35.085	513.13	-0.231
35.086	513.08	-0.231
35.087	513.03	-0.231
35.088	512.98	-0.231
35.089	512.94	-0.231
35.090	512.91	-0.231
35.091	512.88	-0.231
35.092	512.85	-0.232
35.093	512.82	-0.232
35.094	512.80	-0.232
35.095	512.78	-0.232
35.096	512.76	-0.232
35.097	512.74	-0.232
35.098	512.73	-0.232
35.099	512.72	-0.232
35.100	512.71	-0.232
35.101	512.71	-0.232
35.102	512.70	-0.232
35.103	512.70	-0.232
35.104	512.70	-0.232
35.105	512.70	-0.232
35.106	512.70	-0.232
35.107	512.71	-0.232
35.108	512.71	-0.232
35.109	512.72	-0.232
35.110	512.73	-0.232
35.111	512.74	-0.232
35.112	512.75	-0.232
35.113	512.76	-0.232
35.114	512.77	-0.232
35.115	512.78	-0.232
35.116	512.79	-0.232
35.117	512.80	-0.232
35.118	512.81	-0.232
35.119	512.82	-0.232
35.120	512.83	-0.232
35.121	512.84	-0.232
35.122	512.85	-0.232
35.123	512.86	-0.232
35.124	512.87	-0.231
35.125	512.87	-0.231
35.126	512.88	-0.231
35.127	512.88	-0.231
35.128	512.89	-0.231
35.129	512.89	-0.231
35.130	512.89	-0.231
35.131	512.89	-0.231
35.132	512.90	-0.231
35.133	512.90	-0.231
35.134	512.89	-0.231
35.135	512.89	-0.231
35.136	512.89	-0.231
35.137	512.89	-0.231
35.138	512.89	-0.231
35.139	512.88	-0.231
35.140	512.88	-0.231
35.141	512.88	-0.231
35.142	512.87	-0.231
35.143	512.87	-0.231
35.144	512.86	-0.231
35.145	512.86	-0.232
35.146	512.85	-0.232
35.147	512.85	-0.232
35.148	512.84	-0.232
35.149	512.84	-0.232
35.150	512.83	-0.232
35.151	512.83	-0.232
35.152	512.83	-0.232
35.153	512.82	-0.232
35.154	512.82	-0.232
35.155	512.82	-0.232
35.156	512.81	-0.232
35.157	512.81	-0.232
35.158	512.81	-0.232
35.159	512.81	-0.232
35.160	512.81	-0.232
35.161	512.81	-0.232
35.162	512.81	-0.232
35.163	512.81	-0.232
35.164	512.81	-0.232
35.165	512.82	-0.232
35.166	512.82	-0.232
35.167	512.83	-0.232
35.168	512.83	-0.232
35.169	512.84	-0.232
35.170	512.85	-0.232
35.171	512.86	-0.232
35.172	512.87	-0.231
35.173	512.88	-0.231
35.174	512.90	-0.231
35.175	512.92	-0.231
35.176	512.93	-0.231
35.177	512.95	-0.231
35.178	512.98	-0.231
35.179	513.00	-0.231
35.180	513.02	-0.231
35.181	513.05	-0.231
35.182	513.08	-0.231
35.183	513.11	-0.231
35.184	513.15	-0.231
35.185	513.19	-0.231
35.186	513.22	-0.231
35.187	513.27	-0.231
35.188	513.31	-0.231
35.189	513.36	-0.231
35.190	513.41	-0.231
35.191	513.46	-0.231
35.192	513.52	-0.231
35.193	513.58	-0.231
35.194	513.64	-0.231
35.195	513.70	-0.231
35.196	513.77	-0.230
35.197	513.84	-0.230
35.198	513.92	-0.230
35.199	513.99	-0.230
35.200	514.08	-0.230
35.201	514.16	-0.230
35.202	514.25	-0.230
35.203	514.34	-0.230
35.204	514.44	-0.230
35.205	514.54	-0.230
35.206	514.64	-0.230
35.207	514.75	-0.229
35.208	514.86	-0.229
35.209	514.98	-0.229
35.210	515.10	-0.229
35.211	515.22	-0.229
35.212	515.35	-0.229
35.213	515.47	-0.229
35.214	515.61	-0.228
35.215	515.74	-0.228
35.216	515.88	-0.228
35.217	516.03	-0.228
35.218	516.17	-0.228
35.219	516.32	-0.228
35.220	516.47	-0.227
35.221	516.63	-0.227
35.222	516.79	-0.227
35.223	516.95	-0.227
35.224	517.11	-0.227
35.225	517.28	-0.227
35.226	517.45	-0.226
35.227	517.62	-0.226
35.228	517.80	-0.226
35.229	517.97	-0.226
35.230	518.15	-0.226
35.231	518.34	-0.225
35.232	518.52	-0.225
35.233	518.71	-0.225
35.234	518.90	-0.225
35.235	519.09	-0.225
35.236	519.29	-0.224
35.237	519.48	-0.224
35.238	519.68	-0.224
35.239	519.88	-0.224
35.240	520.08	-0.223
35.241	520.29	-0.223
35.242	520.49	-0.223
35.243	520.70	-0.223
35.244	520.91	-0.223
35.245	521.13	-0.222
35.246	521.34	-0.222
35.247	521.55	-0.222
35.248	521.77	-0.222
35.249	521.99	-0.221
35.250	522.21	-0.221
35.251	522.43	-0.221
35.252	522.65	-0.221
35.253	522.87	-0.220
35.254	523.09	-0.220
35.255	523.32	-0.220
35.256	523.54	-0.220
35.257	523.77	-0.219
35.258	523.99	-0.219
35.259	524.22	-0.219
35.260	524.44	-0.219
35.261	524.67	-0.218
35.262	524.89	-0.218
35.263	525.12	-0.218
35.264	525.34	-0.218
35.265	525.57	-0.217
35.266	525.79	-0.217
35.267	526.01	-0.217
35.268	526.24	-0.217
35.269	526.46	-0.216
35.270	526.68	-0.216
35.271	526.90	-0.216
35.272	527.12	-0.216
35.273	527.33	-0.216
35.274	527.55	-0.215
35.275	527.76	-0.215
35.276	527.97	-0.215
35.277	528.18	-0.215
35.278	528.39	-0.214
35.279	528.60	-0.214
35.280	528.80	-0.214
35.281	529.01	-0.214
35.282	529.21	-0.213
35.283	529.40	-0.213
35.284	529.60	-0.213
35.285	529.79	-0.213
35.286	529.98	-0.213
35.287	530.16	-0.212
35.288	530.35	-0.212
35.289	530.53	-0.212
35.290	530.71	-0.212
35.291	530.88	-0.212
35.292	531.05	-0.211
35.293	531.22	-0.211
35.294	531.38	-0.211
35.295	531.54	-0.211
35.296	531.70	-0.211
35.297	531.85	-0.211
35.298	532.00	-0.210
35.299	532.15	-0.210
35.300	532.29	-0.210
35.301	532.43	-0.210
35.302	532.57	-0.210
35.303	532.70	-0.210
35.304	532.83	-0.209
35.305	532.95	-0.209
35.306	533.07	-0.209
35.307	533.18	-0.209
35.308	533.29	-0.209
35.309	533.40	-0.209
35.310	533.50	-0.209
35.311	533.60	-0.209
35.312	533.69	-0.209
35.313	533.78	-0.208
35.314	533.87	-0.208
35.315	533.95	-0.208
35.316	534.02	-0.208
35.317	534.09	-0.208
35.318	534.16	-0.208
35.319	534.22	-0.208
35.320	534.27	-0.208
35.321	534.32	-0.208
35.322	534.37	-0.208
35.323	534.41	-0.208
35.324	534.44	-0.208
35.325	534.47	-0.208
35.326	534.49	-0.208
35.327	534.51	-0.208
35.328	534.53	-0.208
35.329	534.53	-0.208
35.330	534.54	-0.208
35.331	534.54	-0.208
35.332	534.53	-0.208
35.333	534.52	-0.208
35.334	534.50	-0.208
35.335	534.48	-0.208
35.336	534.46	-0.208
35.337	534.43	-0.208
35.338	534.40	-0.208
35.339	534.36	-0.208
35.340	534.32	-0.208
35.341	534.27	-0.208
35.342	534.23	-0.208
35.343	534.17	-0.208
35.344	534.12	-0.208
35.345	534.06	-0.208
35.346	533.99	-0.208
35.347	533.93	-0.208
35.348	533.85	-0.208
35.349	533.78	-0.208
35.350	533.70	-0.209
35.351	533.62	-0.209
35.352	533.54	-0.209
35.353	533.46	-0.209
35.354	533.37	-0.209
35.355	533.28	-0.209
35.356	533.18	-0.209
35.357	533.09	-0.209
35.358	532.99	-0.209
35.359	532.89	-0.209
35.360	532.79	-0.210
35.361	532.68	-0.210
35.362	532.57	-0.210
35.363	532.46	-0.210
35.364	532.35	-0.210
